id,project,title,summary,description,created_on,author
36,bloat,How do we solve the next big Internet emergency?,"Jim Gettys talks about the real issue of bittorrent - not the technology, not the deployment - but the misguided reactions to it in his latest blog entry.","Jim Gettys writes about the needs for transparency and an action team for handling Internet emergencies as they arise, or preferably, before, in ""The Next nightmare is coming"":http://gettys.wordpress.com/2012/05/14/the-next-nightmare-is-coming/",2012-05-16 16:31:31.635182,Dave Täht
21,bloat,ACM Queue publications on Bufferbloat,"Two articles have just been posted on the ACM Queue Web site as part of a Bufferbloat case study.  These are an article by Jim Gettys and Kathleen Nichols, and Vint Cerf interviewing Van Jacobson, Jim Gettys, and Nick Weaver","Two articles have just been posted on the ACM Queue Web site as part of a Bufferbloat case study.  These are an article by Jim Gettys and Kathleen Nichols, and Vint Cerf interviewing Van Jacobson, Jim Gettys, and Nick Weaver.

These will hit your snail mailbox in the January 2012 CACM (Communications of the ACM).

The publications are:
* ""BufferBloat: What's Wrong with the Internet?"":http://queue.acm.org/detail.cfm?id=2076798
A discussion with Vint Cerf, Van Jacobson, Nick Weaver, and Jim Gettys
* ""Bufferbloat: Dark Buffers in the Internet"":http://queue.acm.org/detail.cfm?id=2071893 by Jim Gettys and Kathleen Nichols


",2011-12-08 16:35:55.591654,Jim Gettys
23,bloat,Bufferbloat demo videos,Bufferbloat demo videos are available.,"If people have heard of bufferbloat at all, it is usually just an abstraction despite having personal experience with it. Bufferbloat can occur in your operating system, your home router, your broadband gear, wireless, and almost anywhere in the Internet.  They still think that if they experience poor Internet speed means they must need more bandwidth, and take vast speed variation for granted. Sometimes, adding bandwidth can actually hurt rather than help. Most people have no idea what they can do about bufferbloat.

So I’ve been working to put together several demos to help make bufferbloat concrete, and demonstrate at least partial mitigation. The mitigation shown may or may not work in your home router, and you need to be able to set both upload and download bandwidth.

Two  of four cases we commonly all suffer from at home are:
# Broadband bufferbloat (upstream)
# Home router bufferbloat (downstream)
Rather than attempt to show worst case bufferbloat which can easily induce complete failure, I decided to demonstrate these two cases of “typical” bufferbloat as shown by the ICSI data. As the bufferbloat varies widely as the ICSI data shows, your mileage will also vary widely.

There are two versions of the video:

# ""A short bufferbloat video"":http://www.youtube.com/watch?v=npiG7EBzHOU, of slightly over 8 minutes, which includes both demonstrations, but elides most of the explanation. It’s intent is to get people “hooked” so they will want to know more.
# ""The longer version of the video"":http://www.youtube.com/watch?v=-D-cJNtKwuw clocks in at 21 minutes, includes both demonstrations, but gives a simplified explanation of bufferbloat’s cause, to encourage people to dig yet further.",2012-02-01 10:24:02.131949,Jim Gettys
8,bloat,VOIP concall with the Freeswitch folk 1PM EST Mar 9,"Jim Gettys and the members of the Bufferbloat project are invited to sit in on Freeswitch's regular VOIP conference call at 1PM Eastern Time, Wednesday, March 9th. Please dial in! (details on the link)","The members of the Bufferbloat project are invited to sit in on Freeswitch's regular VOIP conference call at 1PM Eastern Time, Wednesday, March 9th. Please dial into:

PSTN:       USA +1-919-386-9900 or
               +44-3300-100-295
SIP:         sip:888@conference.freeswitch.org
GOOGLETALK: conf+888@conference.freeswitch.org

There will also be chatter on the appropriate irc channels as we attempt a melding of the minds. More details to follow.


h2. About Freeswitch[1]

""FreeSWITCH"":http://www.freeswitch.org is a scalable, open source, cross-platform soft-switch that allows for consolidating various forms of communication media. It is used primarily for telephony applications - VoIP and traditional PSTN - but also supports video, chat, and other forms of communication.

FreeSWITCH was created in 2006 in response to the need for an open source, freely available telephony platform that could fill the void left by proprietary commercial offerings. Anthony Minessale is the chief architect and lead programmer on the FreeSWITCH project. He is joined by two veteran developers - Brian K West and Michael Jerris. All three of these experienced engineers spent a number of years developing for the Asterisk PBX project before starting FreeSWITCH. 

FreeSWITCH was designed with the goals of modularity, stability, and scalability. It is now used in thousands of servers to power VoIP communications for business and organizations around the world, and runs on nearly every operating system.

h2. About the Bufferbloat project

If you are not already aware of what bufferbloat is, the fastest way to get up to speed is to peruse the slides and listen to 25 minutes of audio before the conference call, at:

http://mirrors.bufferbloat.net/Talks/BellLabs01192011/

It would be great to have an informed audience so we can only touch lightly on the preliminaries and then dive deeper into bufferbloat and VOIP issues. See also Jim Gettys' blog postings[2], discussions on lwn.net[3], and slashdot[4], and elsewhere[5], as well as two very busy mailing lists[6]

In short, the bufferbloat problem is that there are really big, bloated network buffers in many (especially new) routers, home (mostly wireless) gateways, hosts, and ADSL/FIOS/cable modems that can dramatically affect VOIP performance.

The bufferbloat project[7] is attempting to identify equipment and software where truly bloated buffers exist, and mitigate or fix the issues with new software algorithms and heightened awareness. Recently we've released a debloat-testing Linux kernel[8] that may help in some cases. Bufferbloat is not a Linux-specific problem, it exists in all OSes, and may become more acute as Windows 7 gets rolled out.

[1] http://www.freeswitch.org/
[2] http://en.wordpress.com/tag/bufferbloat/
[3] http://lwn.net/Articles/429931/
[4] http://linux.slashdot.org/story/11/02/26/038249/Got-Buffer-Bloat
[5] http://www.bufferbloat.net/projects/bloat/news
[6] https://lists.bufferbloat.net/listinfo/
[7] http://www.bufferbloat.net/projects/bloat/wiki
[8] http://lwn.net/Articles/429943/


",2011-03-05 09:31:56.500276,Dave Täht
51,cerowrt,CeroWrt latest beta's,CeroWrt beta versions are getting really good,"The most recent beta-test CeroWrt (version 3.10.48-2) is working very well. The incidence of the wifi-related bug #442 has dropped, and it otherwise has been stable for almost two weeks. Get it from http://snapon.lab.bufferbloat.net/~cero2/cerowrt/wndr/3.10.48-2/ 

There is a newer version - 3.10.50-1 - that has not been well tested, but it incorporates another wifi bug-fix. If it checks out, this may be close to a release candidate. ",2014-07-28 15:42:42.697811,Rich Brown
26,cerowrt,CeroWrt bql-40 build available,"The bql-40 release incorporates Linux kernel 3.3-rc3, bind 9.9rc2, defaults to installing the snmpd, fprobe, and avahi packages and has a somewhat improved AQM. ","As noted in the Wiki and Activity pages, there has been a lot of recent work on CeroWrt. This has led to a usable firmware build that significantly improves performance with various new AQMs on a home router.

The bql-40 release incorporates Linux kernel 3.3-rc3, bind 9.9rc2, defaults to installing the snmpd, fprobe, and avahi packages and has a somewhat improved AQM. This build is for the bold - use it on your secondary router. If Linux 3.3 works out we will start a new, more serious development cycle around it.

Read the [[BQL_series_release_notes|Release Notes]] for details.

http://huchra.bufferbloat.net/~cero1/bql-smoketests/bql-40/
",2012-02-14 19:01:15.969996,Rich Brown
25,cerowrt,CeroWrt bql-31 build available,"","The recent bql-31 build is available for the bold. This build incorporates work from the Linux 3.3 kernel as well as a number of known queue disciplines (qdisc) that dramatically relieve bufferbloat. We believe the DNS/bind and IPv6 code are also working well. The build may have bugs and may not perform perfectly, but it is certainly better than the stock firmware or other builds. We'd like to get it in the hands of people who're willing to report problems (or successes!)

The [[Wiki]] page has information about downloading, installing, and configuring the build.",2012-02-14 18:59:03.973316,Rich Brown
7,bloat,The first 34 days,what did we do in 34 days? A LOT. Click for more.,"h1. The Bufferbloat project news summary, February 17 - March 3, 2011

I'm going to try to put out summary news like this once a month in 
the future. This is just a summary of the past two weeks. For a summary 
of the first two weeks, see ""here"":http://www.bufferbloat.net/news/4 . 

For those of you new to bufferbloat, the fastest way to get up to speed 
is to review Jim Gettys' presentation: ""Bufferbloat - Dark buffers on the Internet"":http://mirrors.bufferbloat.net/Talks/BellLabs01192011/ 
and the ""audio recording"":http://mirrors.bufferbloat.net/Talks/BellLabs01192011/Bufferbloat_Talk_Edited_For_brevity.mp3

In March, I hope we start to get some patches tested by lots more people, 
start getting the qdisc folk to talk to the driver folk (and vice versa) 
and continue to unify several separate lines of development. I hope also 
we improve the wiki, and continue to recruit more people with different 
layers of perspectives and understandings of the problem. Late this month 
a new (8 core) server will come online at isc.org for use for building
both debloat-testing and openwrt based kernels for various devices. More 
servers and locations will follow.

Extremely high on the list is getting more testing tools modified not only 
to detect bufferbloat, but test the new kernel features to see how well they 
are working.

h2. Development

The ""Debloat-testing"":http://git.infradead.org/debloat-testing.git Linux 
kernel tree has been updated to 2.6.38-rc7-db. John Linville made an abortive 
attempt to move it into the qdisc layer. There are other issues...

h2. Statistics

There are now 181 people registered in the ""general bufferbloat email list"":https://lists.bufferbloat.net/pipermail/bloat/2011-March/thread.html 
and 42 in ""bufferbloat development list"":https://lists.bufferbloat.net/pipermail/bloat-devel/2011-March/thread.html

41 people have registered on the ""bufferbloat project web site"":http://www.bufferbloat.net/projects/bloat . 
I seem to be the only one making edits. Is there something broken?

35 people (and one robot) regularly in the ""#bufferbloat"":irc://chat.freenode.net#bufferbloat irc channel on chat.freenode.net.

References to ""bufferbloat"" on google doubled from roughly 30,000 to 61,200 results. 

(Bufferbloat is now .00053% as popular as sex)

Web hits on the presentations and site itself are not yet available. 

h2. We survived slashdot!

The ""thoroughly debloated servers"":http://www.bufferbloat.net/projects/bloat/wiki/Dogfood_Principle bufferbloat.net is running on survived both a 
""discussion on lwn.net"":http://lwn.net/Articles/429931/ and a slo-mo slashdotting on the 
""Got (bufferbloat) Bloat"":http://linux.slashdot.org/story/11/02/26/038249/Got-Buffer-Bloat thread. 
Slashdot unfortunately got the link to the ""debloat-testing tree"":http://git.infradead.org/debloat-testing.git wrong, and never corrected it.

h2. Blog posts & media coverage related to Bufferbloat (most recent first)

|Richard Pitt|""Usage Based Billing - it's all about *perceived* congestion"":http://digital-rag.com/article.php/All-About-Perceived-Congestion-UBB |
|Jim Gettys|     ""ECN study results from MIT"":http://gettys.wordpress.com/2011/02/22/caida-workshop-aims-2011-bauer-and-beverly-ecn-results/                      |
|Jim Gettys|""Benchmarking Broadband"":http://gettys.wordpress.com/2011/02/17/caida-workshop/ |
|Brian Proffitt|""Latency under Load"":http://www.enterprisenetworkingplanet.com/netsp/article.php/39260760|
|Richard Pitt|""Bufferbloat and your ISP's problem"":http://digital-rag.com/article.php/Buffer-Bloat-Packet-Loss|
|""Joe Brockmeier"":http://www.networkworld.com/community/zonker|""The fight against Bufferbloat"":http://www.networkworld.com/community/fight-against-bufferbloat|
|Jim Gettys, Dave Täht|""Bufferbloat and VOIP podcast"":http://www.voipusersconference.org/2011/bufferbloat/|
|Jim Gettys|""A call for help with Bufferbloat animations"":http://gettys.wordpress.com/2011/02/04/animation-to-show-bufferbloat-badly-needed/|

While bufferbloat is not a Linux-specific problem, we're the first community out the gate with
 solutions and patches. We are actively looking for iphone, ipad, and android users to test 
some basic assumptions regarding [[ECN]]. 
(if you are on an iphone, and having trouble 
accessing this site or ""this mp3"":http://mirrors.bufferbloat.net/Talks/BellLabs01192011/Bufferbloat_Talk_Edited_For_brevity.mp3 , *please* let us know!)

And there are tons of [[Papers|research papers]], tools and [[Linux Tips]] linked to off of our [[wiki]] that need sorting out.

h2. Principal threads of conversation so far this month:

""Getting more organized"":https://lists.bufferbloat.net/pipermail/bloat/2011-February/000154.html
GSO: https://lists.bufferbloat.net/pipermail/bloat-devel/2011-March/000077.html
""Usage based billing"":https://lists.bufferbloat.net/pipermail/bloat/2011-March/000178.html

... (Still ongoing from last month)

""Shifting the Market"":https://lists.bufferbloat.net/pipermail/bloat/2011-February/000066.html - How to get the word out? (#33)
""SFB"":https://lists.bufferbloat.net/pipermail/bloat/2011-February/000026.html - Discussion of the features of Stochastic fair blue queuing, with ""Juliusz Chroboczek"":http://www.pps.jussieu.fr/~jch/ , the author of the ""SFB patch"":http://www.pps.jussieu.fr/~jch/software/sfb/ for the Linux kernel
""The dangers of AQM"":https://lists.bufferbloat.net/pipermail/bloat/2011-February/000108.html - a cautionary note about Active Queue Management, by ""Kathie Nichols"":http://www.pollere.net/about.html and ""Van Jacobson"":http://en.wikipedia.org/wiki/Van_Jacobson
""Bufferbloat and You"":https://lists.bufferbloat.net/pipermail/bloat/2011-February/000050.html - a draft contributed by ""Eric Raymond"":http://en.wikipedia.org/wiki/Eric_Raymond, Much discussion as to good analogies for how the Internet really works ensued
""About LEDBAT, µTP and BitTorrent"":https://lists.bufferbloat.net/pipermail/bloat/2011-February/000025.html - an exploration of the issues and advantages of bittorrent
""TCP Vegas vs Cubic"":https://lists.bufferbloat.net/pipermail/bloat/2011-February/000016.html - Some [[Experiment_-_TCP_cubic_vs_TCP_vegas|puzzling data about TCP vegas]] with current hardware 
""The wireless problem in a nutshell"":https://lists.bufferbloat.net/pipermail/bloat/2011-February/000068.html  The unique problems 802.11 introduces for TCP/ip (related: ""Wireless multiqueue behavior"":https://lists.bufferbloat.net/pipermail/bloat/2011-February/000118.html )

h2. Progress on the wiki and infrastructure

The wiki needs some serious love. Help merely on defining some terms would be good.
",2011-03-04 11:44:08.289028,Dave Täht
58,cerowrt,Press Release-Experts' Comments to FCC re: Wi-Fi Routers,"Over 250 internet experts filed comments to FCC Docket ET 15-170 regarding firmware for Wi-Fi Routers.
","_October 14, 2015 06:00 AM Eastern Daylight Time_

_WASHINGTON--(BUSINESS WIRE)--_ In a ""letter submitted to the Federal Communications Commission (FCC),"":http://huchra.bufferbloat.net/~d/fcc_saner_software_practices.pdf Dave Täht, co-founder of the ""Bufferbloat Project"":http://bufferbloat.net, and Dr. Vinton Cerf, co-inventor of the Internet, along with more than 260 other global network and cybersecurity experts, responded to the newly proposed FCC rules laid out in ""ET Docket No. 15-170"":https://apps.fcc.gov/edocs_public/attachmatch/FCC-15-92A1.pdf for RF Devices such as Wi-Fi routers by unveiling a new approach to improve the security of these devices and ensure a faster, better, and more secure Internet.

The letter was filed during the agency’s public comment period on this issue.

Dave Farber, former Chief Technologist of the FCC, supports the new approach, stating, “Today there are hundreds of millions of Wi-Fi routers in homes and offices around the globe with severe software flaws that can be easily exploited by criminals. While we agree with the FCC that the rules governing these devices must be updated, we believe the proposed rules laid out by the agency lack critical accountability for the device manufacturers.”

“We can't afford to let any part of the Internet's infrastructure rot in place. We made this proposal because the wireless spectrum must not only be allocated responsibly, but also used responsibly. By requiring a bare minimum of openness in the technology at the edge of the Internet, we'll ensure that any mistakes or cheating are caught early and fixed fast,” said Dr. Vint Cerf, a co-inventor of the Internet and also Senior Vice President and Chief Internet Evangelist at Google.

To improve accountability significantly while keeping the original intent of the regulation, the signatories, who also included Dr. Paul Vixie, Dr. Sascha Meinrath, Dr. Nick Feamster, Jim Gettys, Dr. David P. Reed, Dr. Andreas Petlund, Jeff Osborn, and other well-known industry experts, recommend the FCC mandate the following actions:

# Any vendor of software-defined radio (SDR), wireless, or Wi-Fi radio must make public the full and maintained source code for the device driver and radio firmware in order to maintain FCC compliance. The source code should be in a buildable, change-controlled source code repository on the Internet, available for review and improvement by all.
# The vendor must assure that secure update of firmware be working at time of shipment, and that update streams be under ultimate control of the owner of the equipment. Problems with compliance can then be fixed going forward by the person legally responsible for the router being in compliance.
# The vendor must supply a continuous stream of source and binary updates that must respond to regulatory transgressions and Common Vulnerability and Exposure reports (CVEs) within 45 days of disclosure, for the warranted lifetime of the product, or until five years after the last customer shipment, whichever is longer.
# Failure to comply with these regulations should result in FCC decertification of the existing product and, in severe cases, bar new products from that vendor from being considered for certification.
# Additionally, we ask the FCC to review and rescind any rules for anything that conflicts with open source best practices, produce unmaintainable hardware, or cause vendors to believe they must only ship undocumented “binary blobs” of compiled code or use lockdown mechanisms that forbid user patching. This is an ongoing problem for the Internet community committed to best practice change control and error correction on safety-critical systems.

For the complete letter and the full list of supporters, please ""visit here."":http://huchra.bufferbloat.net/~d/fcc_saner_software_practices.pdf

“Our fight for a free and open Internet began long before the invention and wide use of Wi-Fi home routers, whose manufacturers chose to base on open software. We are at an important inflection point in the history of the Internet. The FCC has an opportunity to take positive action that will increase the security and performance not only of these devices, but also influence how manufacturers develop secure Internet of Things while preserving an open Internet,” said Jim Gettys, Chairman, Bufferbloat Project.

“Networking research and innovation fundamentally depend on the ability to modify firmware on CPE and deploy it in real-world settings in home networks,” said Dr. Nick Feamster, Acting Director of Center for Information Technology Policy at Princeton University.

""The Internet is now effectively a battleground with end-users, our employers, our schools and our vendors on one side, and organized crime and nation-states on the other side. Our home gateways are often repurposed by our adversaries into weapons against us because these small, cheap plastic boxes are unpatchable, abandoned by their makers, and completely opaque. These devices are currently the Internet's public enemy #1. The plan proposed would significantly decontaminate our technology supply chain,” said Dr. Paul Vixie, CEO of Farsight Security, Inc.

“The recommendations in this document would go a long way toward ensuring the existence of a highly performant, secure, and regulation-compliant Internet far into the future,” said Jonathan Corbet, Executive Editor, LWN.net.

“As the recent revelations about the ‘Moon Worm,’ ‘DNSchanger,’ and ‘Misfortune Cookie’ and now the Volkswagen scandal illustrate, secret, locked-down firmware represents a clear and present danger to the security of the Internet,” said Ted Lemon, recent Area Director at the IETF.

“If we raise the bar for firmware code quality, maintenance, and upgrades, we can finish beating bufferbloat, especially on Wi-Fi, deploy IPv6 faster, improve security, and build a vastly better Internet, for everybody,” said Dave Täht, Architect, CeroWrt, co-founder, Bufferbloat Project.

If you care about this important issue and agree with our approach, please contact your local Congressional representative and share our letter with them. For media interview requests or other inquiries, please contact media@bufferbloat.net.

*About the Bufferbloat Project*

The Bufferbloat Project is an international coalition of individuals, many who were instrumental in the development of the Internet, and several with Wi-Fi, deeply concerned about the future health, speed, and safety of the edge of the Internet. In operation for 5 years, and working primarily on third-party firmware, it has pioneered new algorithms, boosted safety and security, helped develop new standards, and worked to make as much of this new theory and code available as possible for all to use. For more information, please visit http://www.bufferbloat.net.

*Contacts*
Bufferbloat Project
Karen Burke, 650-814-3764

_Also, read the Supplemental Comments to the original letter at_ http://www.bufferbloat.net/news/56 These comments couldn't be included in the press release because of length limitations.",2015-10-16 05:16:12.801371,Rich Brown
14,bloat,IEEE Internet Computing Backspace column,Vint Cerf asked Jim Gettys to write his usual Backspace column for IEEE Internet Computing; it's in the May/June issue.,"You can find it ""online here"":http://www.bufferbloat.net/documents/3.

It is copyright IEEE; it is used with their permission on this web site.
",2011-05-04 16:41:39.558877,Jim Gettys
15,kermit,Kermit Project,Overview of the way forward,"Thank you all for your enthusiasm for the Kermit project. We're working on a distributable version of Kermit that will tie into network dashboard. For now, we cannot commit to a firm timeline for events, suffice to say we're working on it but we'll keep this page as current as we can.

Check this page for news about the project as it unfolds. If you're interested in working on the project as a student at Georgia Tech, please get in touch with me directly. ",2011-05-16 12:18:12.117342,Marshini Chetty
27,cerowrt,CeroWrt 3.3-rc5-1 build available,Build 3.3-rc5-1 is based on Linux 3.3 kernel with many advances in many modules. It's still not ready for production use unless you're willing to report bugs. (But the bufferbloat problem is getting better.),"Dave Täht writes the following in the CeroWrt-Devel mailing list: 

bq. This was the first time I've had a chance to try to actually deploy
cero as the main router in a production environment (esr's) in quite
some time. Enough problems cropped up for me to recommend against
using it as a primary router at this point, although I am writing 
this email through it.

bq. I did get some good data on how FIOS works (short summary: it's *hard*
to stress out FIOS)

bq. You can download from http://huchra.bufferbloat.net/~cero1/3.3/3.3-rc5-1/

""Read more..."":https://lists.bufferbloat.net/pipermail/cerowrt-devel/2012-March/thread.html
",2012-03-01 16:41:29.384022,Rich Brown
10,bloat,Jim Gettys in Spain for the BattleMesh,"""Battlemesh conference"":http://battlemesh.org/ details - March 18/19 ","Jim Gettys will be giving two talks at the ""Battlemesh conference"":http://battlemesh.org/BattleMeshV4 March 16-19, in Sant Bartomeu del Grau (SBG for short), near Barcelona, Catalunia, Spain.

One will be a condensed version of the existing Bell Labs bufferbloat talk, the other will be about the OLPC meltdowns.

There are also interesting talks scheduled about babel-z, the mesh potato, and other topics of interest to the mesh networking community.

Not to mention the battle of the mesh technologies! May the best debloated router win!
",2011-03-18 07:44:34.784629,Dave Täht
52,cerowrt,CeroWrt 3.10.50-1 Released,This version is working GREAT!,"The CeroWrt 3.10.50-1 build has been released. It has several improvements, including resyncing with the OpenWrt head, another fix to wifi that may completely address the problem with bug #442, a GUI for the BCP38 rules, and some fixes to the SQM system.

Get it at: http://snapon.lab.bufferbloat.net/~cero2/cerowrt/wndr/3.10.50-1/

Update - 21Aug2014: This build has proved very stable, and we strongly recommend that people install it. ",2014-07-29 15:31:44.845178,Rich Brown
16,bismark,FCC Open Internet Apps Competition,Vote: http://challenge.gov/challenges/114/submissions/3133-bismark-a-broadband-internet-service-benchmark,"We have entered ""BISMark"":http://projectbismark.net/ into the FCC Open Internet Apps competition.  

*Please ""visit the entry"":http://challenge.gov/challenges/114/submissions/3133-bismark-a-broadband-internet-service-benchmark and vote for BISMark if you like the project.* 

We appreciate your support.  The winner of the competition will receive increased visibility and support from the FCC.",2011-06-17 03:20:15.618337,Nick Feamster
12,bloat,6 weeks of backlogged news,"I've been too busy to write up what's been going on, here's a summary of goings on with Georgia Tech, uberwrt, debloating patches, and more:","I'd intended to write up summaries of bufferbloat related activity once a month, but am running a bit behind. Both JG and I have been travelling heavily.

There's been a lot going on under the covers!

Probably the biggest news is that we are working with Georgia Tech on their bismark project.[1] They are out to diagnoise the Internet and we are out to fix it. The two goals seemed compatible. In particular: we are trying to de-""heisenbug"" the test routers so they can accurately test the upstream services.

We've also taken the wraps off the ""uberwrt"" project[2], which is an attempt to get the debloating work TESTED in realistic situations at the edge and also into openwrt. (Some work from this also flows into bismark)

I was going to write formal joint press releases on these but have been too busy traveling, talking and hacking. (if anyone wants to step up to handle PR?)

Although traffic on the bloat mailing list has been slow of late, the bismark-devel list has been hopping. Feel free to join bismark/uberwrt projects and/or the mailing list[3], especially if you are interested in embedded hardware.

Moving on to other topics...

Based on the early difficulties in getting debloat-testing to be a useful base for the eBDP and A* algorithms, we started looking around for ONE driver to work with and have settled on ath9k hardware (for now) as a base for routers and wireless cards. [10] We need to do a little testing of the laptop cards, but things are looking good.  the WNDR3700v2 is AWESOME, actually. 16MB of flash. LUXURY.

Other Patches:

Dan Siemon's pfifo_fast fix for ECN has been backported into 2.6.37.X for openwrt's git head as of Saturday. It's also now part of 2.6.39 and 2.6.38 stable.

SFB is in mainline Linux 2.6.39-RCX and woefully undertested in its current incarnation.

Felix Feitkeu has some patches more fully instrumenting the ath9k driver (when mildly more complete, these should get slammed into debloat-testing as well) [4]

Dan Siemon has improved both his TC shaper test scripts and ping-exp [5]

Media: There were a couple articles on bufferbloat that went by this month, I think they were all covered on this list...

There are 236 members of the bloat list now.

Infrastructure:

We are moving a ton of work to a new build server and also moving the lists machine to that. Regrettably as I write, ""huchra"" is down due to finger-foo. It should be back up again Monday.

Multiple other servers in other locations are in the queue. I hope to get that sorted out with isc while I am in California.

Upcoming Travel:

JG will be in California April 25-30. I will also be in California April 25-30 (in at least one of the same places as JG), and am available for additional talks/coding/consulting/etc along the western seaboard in early May if anyone wants me and can cover my expenses. (Sort of scheduled: Byte and Atheros U) I'll also be visiting Seattle at some point in May, too.

Travel last month:

JG spent spent several weeks in Europe, first attending the Wireless BattleMesh conference[6], then the IETF, giving a shorter version of his bufferbloat talk[7].

I spent a week in florida gathering strength for my world tour. Then I spent a week with Georgia Tech helping get their Bismark project off the ground and hammering out workflow issues.

I was tickled pink when I gave an introductory talk on bufferbloat to a class there, only to discover when Q&A rolled around that everyone participating was *already* up to speed on bufferbloat and queueing disciplines, and peppered me with questions on SFB, RED, eBDP and other algorithms we are playing with. 3 months ago I would have been met with blank looks, now it's a struggle to keep up!

I then spent a week with esr getting one of the first near-complete builds of the wndr3700 working well, working on gpsd (wanted accurate time on openwrt) and rsnapshot and split dns and a host of semi-bufferbloat.net-and-uberwrt issues... And we also got a revised version of the intro to bufferbloat document up on the wiki [8].

I'm very happy to see thyrsus.com go ipv6 enabled.

The bufferbloat wiki is still in dire need of love, see the Todo list for more details [9] -

Conclusion:

And that's all the news I can remember this late Sunday evening. It's my hope that SFB will make it into bismark/uberwrt this week so we can test SFB a little more while it is still a RC in 2.6.39. I'd VERY MUCH like to make sure SFB works when it is released to millions of users worldwide. That will be in 4 weeks or so... I'm feeling a little schedule pressure here... See dan siemon's scripts... [5]

[1] http://www.bufferbloat.net/projects/bismark/wiki Georgia Tech's project
[2] http://www.bufferbloat.net/projects/uberwrt/wiki
[3] https://lists.bufferbloat.net/listinfo/ (bismark, bismark-devel)
[4] http://www.bufferbloat.net/projects/uberwrt/wiki/Experimental_patches
[5] http://git.coverfire.com/ PLEASE PLAY WITH TC, SFB, and PING-EXP!!!!
The bandwidth you save may be your own.
[6] http://battlemesh.org/ has summaries and videos from the battlemesh
[7] http://mirrors.bufferbloat.net/Talks/PragueIETF/
[8] The original of the bufferbloat introductory piece was extensively discussed on this mailing list. This versions incorporates most of those changes. If you don't like this version... It's a wiki document now! Please feel free to fix, extend, and add links! http://www.bufferbloat.net/projects/bloat/wiki/Introduction
[9] LOTS of writing left http://www.bufferbloat.net/projects/bloat/wiki/ToDo

[10] After evaluating multiple routers, http://www.bufferbloat.net/projects/uberwrt/wiki/Hardware_evaluation

the http://www.bufferbloat.net/projects/bismark/wiki/Wndr3700v2
seemed like the best choice

_______________________________________________
Bloat-announce mailing list
Bloat-announce@lists.bufferbloat.net
https://lists.bufferbloat.net/listinfo/bloat-announce
",2011-04-17 19:53:18.116903,Dave Täht
13,bloat,"Server maintenence today - Monday, April 25",We will be migrating a few services and replacing a server today. Expect periodic outages,"Bufferbloat.net has grown by leaps and bounds and we are in need of replacing the email server and migrating a few services over to our new, beefier box, ""huchra"".

Email, web, and build services will be disrupted periodically.
",2011-04-25 13:12:46.069549,Dave Täht
11,bloat,Jim Gettys IETF talk is up,"Jim Gettys had another (more concise) talk at the IETF in Prague. The questions at the end of the talk are worthwhile, especially...","
Slides: http://mirrors.bufferbloat.net/Talks/PragueIETF/

Audio:

http://ietf80streaming.dnsalias.net/ietf80/ietf80-ch4-wed-am.mp3

",2011-04-04 13:02:08.531167,Dave Täht
28,cerowrt,CeroWrt 3.3-rc6-2 build available,"Build 3.3-rc6.2 is based on Linux 3.3 kernel with many advances in many modules. It's an improvement over earlier 3.3 builds, but you should be willing to report bugs. (But the bufferbloat problem is getting better.)","Dave Täht writes the following in the CeroWrt-Devel mailing list:

bq. I put in some time testing the rc6-2 version of cerowrt back in the bloatlab, which, among other nice things, has a dedicated, real /60 ipv6 allocation. I had a chance to fiddle with encrypted wireless (works), the existing mesh network (works), radvd (fiddly), and also setup the new quagga as a 'leaf' babel node, which worked pretty well. ""Download"":http://huchra.bufferbloat.net/~cero1/3.3/3.3-rc6-2/  ""Read more..."":https://lists.bufferbloat.net/pipermail/cerowrt-devel/2012-March/000117.html
",2012-03-07 18:08:31.340626,Rich Brown
